Point Index,Time,Radiation (kWh/m²)
115,6/21/2025 8:05,3.52
116,6/21/2025 8:06,3.52
117,6/21/2025 8:07,3.52
118,6/21/2025 8:08,3.52
119,6/21/2025 8:09,3.52
120,6/21/2025 8:10,4.2
121,6/21/2025 8:12,4.48
122,6/21/2025 8:13,4.48
123,6/21/2025 8:14,4.48
124,6/21/2025 8:15,4.48
125,6/21/2025 8:16,4.48
126,6/21/2025 8:17,4.5
127,6/21/2025 8:18,4.5
128,6/21/2025 8:19,4.48
129,6/21/2025 8:20,4.18
130,6/21/2025 8:21,3.52
131,6/21/2025 8:23,3.52
132,6/21/2025 8:24,3.52
133,6/21/2025 8:25,3.52
134,6/21/2025 8:26,3.52
135,6/21/2025 8:27,3.52
136,6/21/2025 8:28,3.52
137,6/21/2025 8:29,3.52
138,6/21/2025 8:30,3.52
139,6/21/2025 8:31,4.46
140,6/21/2025 8:32,4.48
141,6/21/2025 8:34,4.48
142,6/21/2025 8:35,4.48
143,6/21/2025 8:36,4.48
144,6/21/2025 8:37,4.48
145,6/21/2025 8:38,4.5
146,6/21/2025 8:39,4.48
147,6/21/2025 8:40,4.48
148,6/21/2025 8:41,3.9
149,6/21/2025 8:42,3.52
150,6/21/2025 8:43,3.52
151,6/21/2025 8:45,3.52
152,6/21/2025 8:46,3.52
153,6/21/2025 8:47,3.52
154,6/21/2025 8:48,3.52
155,6/21/2025 8:49,3.52
156,6/21/2025 8:50,3.52
157,6/21/2025 8:51,3.76
158,6/21/2025 8:52,4.48
159,6/21/2025 8:53,4.48
160,6/21/2025 8:54,4.48
161,6/21/2025 8:56,4.48
162,6/21/2025 8:57,4.48
163,6/21/2025 8:58,4.48
164,6/21/2025 8:59,4.5
165,6/21/2025 9:00,4.48
166,6/21/2025 9:01,4.48
167,6/21/2025 9:02,3.64
168,6/21/2025 9:03,3.52
169,6/21/2025 9:04,3.52
170,6/21/2025 9:05,3.52
171,6/21/2025 9:07,3.52
172,6/21/2025 9:08,3.52
173,6/21/2025 9:09,3.52
174,6/21/2025 9:10,3.52
175,6/21/2025 9:11,3.52
176,6/21/2025 9:12,3.14
177,6/21/2025 9:13,4.48
178,6/21/2025 9:14,4.48
179,6/21/2025 9:15,4.48
180,6/21/2025 9:16,4.48
181,6/21/2025 9:18,4.48
182,6/21/2025 9:19,4.48
183,6/21/2025 9:20,4.5
184,6/21/2025 9:21,4.48
185,6/21/2025 9:22,4.48
186,6/21/2025 9:23,3.68
187,6/21/2025 9:24,3.52
188,6/21/2025 9:25,3.52
189,6/21/2025 9:26,3.52
190,6/21/2025 9:27,3.52
191,6/21/2025 9:29,3.52
192,6/21/2025 9:30,3.52
193,6/21/2025 9:31,3.52
194,6/21/2025 9:32,3.52
195,6/21/2025 9:33,4.82
196,6/21/2025 9:34,4.48
197,6/21/2025 9:35,4.48
198,6/21/2025 9:36,4.48
199,6/21/2025 9:37,4.48
200,6/21/2025 9:38,4.48
201,6/21/2025 9:40,4.48
202,6/21/2025 9:41,4.48
203,6/21/2025 9:42,4.48
204,6/21/2025 9:43,4.48
205,6/21/2025 9:44,3.72
206,6/21/2025 9:45,3.52
207,6/21/2025 9:46,3.52
208,6/21/2025 9:47,3.52
209,6/21/2025 9:48,3.52
210,6/21/2025 9:49,3.52
211,6/21/2025 9:51,3.52
212,6/21/2025 9:52,3.52
213,6/21/2025 9:53,3.52
214,6/21/2025 9:54,3.94
215,6/21/2025 9:55,4.48
216,6/21/2025 9:56,4.48
217,6/21/2025 9:57,4.48
218,6/21/2025 9:58,4.48
219,6/21/2025 9:59,4.48
220,6/21/2025 10:00,4.48
221,6/21/2025 10:02,4.5
222,6/21/2025 10:03,4.48
223,6/21/2025 10:04,4.42
224,6/21/2025 10:05,3.52
225,6/21/2025 10:06,3.52
226,6/21/2025 10:07,3.52
227,6/21/2025 10:08,3.52
228,6/21/2025 10:09,3.52
229,6/21/2025 10:10,3.52
230,6/21/2025 10:11,3.52
231,6/21/2025 10:13,3.52
232,6/21/2025 10:14,3.52
233,6/21/2025 10:15,4.2
234,6/21/2025 10:16,4.48
235,6/21/2025 10:17,4.48
236,6/21/2025 10:18,4.48
237,6/21/2025 10:19,4.48
238,6/21/2025 10:20,4.48
239,6/21/2025 10:21,4.5
240,6/21/2025 10:22,4.5
241,6/21/2025 10:24,4.48
242,6/21/2025 10:25,4.16
243,6/21/2025 10:26,3.52
244,6/21/2025 10:27,3.52
245,6/21/2025 10:28,3.52
246,6/21/2025 10:29,3.52
247,6/21/2025 10:30,3.52
248,6/21/2025 10:31,3.52
249,6/21/2025 10:32,3.52
250,6/21/2025 10:33,3.52
251,6/21/2025 10:35,3.52
252,6/21/2025 10:36,4.48
253,6/21/2025 10:37,4.48
254,6/21/2025 10:38,4.48
255,6/21/2025 10:39,4.48
256,6/21/2025 10:40,4.48
257,6/21/2025 10:41,4.48
258,6/21/2025 10:42,4.5
259,6/21/2025 10:43,4.48
260,6/21/2025 10:44,4.48
261,6/21/2025 10:46,3.88
262,6/21/2025 10:47,3.52
263,6/21/2025 10:48,3.52
264,6/21/2025 10:49,3.52
265,6/21/2025 10:50,3.52
266,6/21/2025 10:51,3.52
267,6/21/2025 10:52,3.52
268,6/21/2025 10:53,3.52
269,6/21/2025 10:54,3.52
270,6/21/2025 10:55,3.06
271,6/21/2025 10:57,4.32
272,6/21/2025 10:58,4.48
273,6/21/2025 10:59,4.48
274,6/21/2025 11:00,4.48
275,6/21/2025 11:01,4.48
276,6/21/2025 11:02,4.48
277,6/21/2025 11:03,4.5
278,6/21/2025 11:04,4.48
279,6/21/2025 11:05,4.48
280,6/21/2025 11:06,3.92
281,6/21/2025 11:08,3.52
282,6/21/2025 11:09,3.52
283,6/21/2025 11:10,3.52
284,6/21/2025 11:11,3.52
285,6/21/2025 11:12,3.52
286,6/21/2025 11:13,3.52
287,6/21/2025 11:14,3.52
288,6/21/2025 11:15,3.52
289,6/21/2025 11:16,4.28
290,6/21/2025 11:17,4.76
291,6/21/2025 11:19,4.48
292,6/21/2025 11:20,4.48
293,6/21/2025 11:21,4.48
294,6/21/2025 11:22,4.48
295,6/21/2025 11:23,4.48
296,6/21/2025 11:24,4.48
297,6/21/2025 11:25,4.48
298,6/21/2025 11:26,4.48
299,6/21/2025 11:27,3.98
300,6/21/2025 11:28,3.52
301,6/21/2025 11:30,3.52
302,6/21/2025 11:31,3.52
303,6/21/2025 11:32,3.52
304,6/21/2025 11:33,3.52
305,6/21/2025 11:34,3.52
306,6/21/2025 11:35,3.52
307,6/21/2025 11:36,3.52
308,6/21/2025 11:37,3.68
309,6/21/2025 11:38,4.48
310,6/21/2025 11:39,4.48
311,6/21/2025 11:41,4.48
312,6/21/2025 11:42,4.48
313,6/21/2025 11:43,4.48
314,6/21/2025 11:44,4.48
315,6/21/2025 11:45,4.5
316,6/21/2025 11:46,4.48
317,6/21/2025 11:47,4.48
318,6/21/2025 11:48,3.7
319,6/21/2025 11:49,3.52
320,6/21/2025 11:50,3.52
321,6/21/2025 11:52,3.52
322,6/21/2025 11:53,3.52
323,6/21/2025 11:54,3.52
324,6/21/2025 11:55,3.52
325,6/21/2025 11:56,3.52
326,6/21/2025 11:57,3.52
327,6/21/2025 11:58,3.96
328,6/21/2025 11:59,4.48
329,6/21/2025 12:00,4.48
330,6/21/2025 12:01,4.48
331,6/21/2025 12:03,4.48
332,6/21/2025 12:04,4.48
333,6/21/2025 12:05,4.48
334,6/21/2025 12:06,4.5
335,6/21/2025 12:07,4.48
336,6/21/2025 12:08,4.4
337,6/21/2025 12:09,3.52
338,6/21/2025 12:10,3.52
339,6/21/2025 12:11,3.52
340,6/21/2025 12:12,3.52
341,6/21/2025 12:14,3.52
342,6/21/2025 12:15,3.52
343,6/21/2025 12:16,3.52
344,6/21/2025 12:17,3.52
345,6/21/2025 12:18,3.52
346,6/21/2025 12:19,4.22
347,6/21/2025 12:20,4.48
348,6/21/2025 12:21,4.48
349,6/21/2025 12:22,4.48
350,6/21/2025 12:23,4.48
351,6/21/2025 12:25,4.48
352,6/21/2025 12:26,4.5
353,6/21/2025 12:27,4.5
354,6/21/2025 12:28,4.48
355,6/21/2025 12:29,4.14
356,6/21/2025 12:30,3.52
357,6/21/2025 12:31,3.52
358,6/21/2025 12:32,3.52
359,6/21/2025 12:33,3.52
360,6/21/2025 12:34,3.52
361,6/21/2025 12:36,3.52
362,6/21/2025 12:37,3.52
363,6/21/2025 12:38,3.52
364,6/21/2025 12:39,3.5
365,6/21/2025 12:40,3.62
366,6/21/2025 12:41,4.48
367,6/21/2025 12:42,4.48
368,6/21/2025 12:43,4.48
369,6/21/2025 12:44,4.48
370,6/21/2025 12:45,4.48
371,6/21/2025 12:47,4.5
372,6/21/2025 12:48,4.5
373,6/21/2025 12:49,4.48
374,6/21/2025 12:50,4.18
375,6/21/2025 12:51,3.52
376,6/21/2025 12:52,3.52
377,6/21/2025 12:53,3.52
378,6/21/2025 12:54,3.52
379,6/21/2025 12:55,3.52
380,6/21/2025 12:56,3.52
381,6/21/2025 12:58,3.52
382,6/21/2025 12:59,3.52
383,6/21/2025 13:00,3.52
384,6/21/2025 13:01,5.3
385,6/21/2025 13:02,4.48
386,6/21/2025 13:03,4.48
387,6/21/2025 13:04,4.48
388,6/21/2025 13:05,4.48
389,6/21/2025 13:06,4.48
390,6/21/2025 13:07,4.48
391,6/21/2025 13:09,4.48
392,6/21/2025 13:10,4.48
393,6/21/2025 13:11,4.24
394,6/21/2025 13:12,3.52
395,6/21/2025 13:13,3.52
396,6/21/2025 13:14,3.52
397,6/21/2025 13:15,3.52
398,6/21/2025 13:16,3.52
399,6/21/2025 13:17,3.52
400,6/21/2025 13:18,3.52
401,6/21/2025 13:20,3.52
402,6/21/2025 13:21,3.52
403,6/21/2025 13:22,4.4
404,6/21/2025 13:23,4.48
405,6/21/2025 13:24,4.48
406,6/21/2025 13:25,4.48
407,6/21/2025 13:26,4.48
408,6/21/2025 13:27,4.48
409,6/21/2025 13:28,4.5
410,6/21/2025 13:29,4.5
411,6/21/2025 13:31,4.48
412,6/21/2025 13:32,3.96
413,6/21/2025 13:33,3.52
414,6/21/2025 13:34,3.52
415,6/21/2025 13:35,3.52
416,6/21/2025 13:36,3.52
417,6/21/2025 13:37,3.52
418,6/21/2025 13:38,3.52
419,6/21/2025 13:39,3.52
420,6/21/2025 13:40,3.52
421,6/21/2025 13:42,3.7
422,6/21/2025 13:43,4.48
423,6/21/2025 13:44,4.48
424,6/21/2025 13:45,4.48
425,6/21/2025 13:46,4.48
426,6/21/2025 13:47,4.48
427,6/21/2025 13:48,4.48
428,6/21/2025 13:49,4.5
429,6/21/2025 13:50,4.48
430,6/21/2025 13:51,4.48
431,6/21/2025 13:53,3.7
432,6/21/2025 13:54,3.52
433,6/21/2025 13:55,3.52
434,6/21/2025 13:56,3.52
435,6/21/2025 13:57,3.52
436,6/21/2025 13:58,3.52
437,6/21/2025 13:59,3.52
438,6/21/2025 14:00,3.52
439,6/21/2025 14:01,3.52
440,6/21/2025 14:02,3.96
441,6/21/2025 14:04,4.48
442,6/21/2025 14:05,4.48
443,6/21/2025 14:06,4.48
444,6/21/2025 14:07,4.48
445,6/21/2025 14:08,4.48
446,6/21/2025 14:09,4.48
447,6/21/2025 14:10,4.5
448,6/21/2025 14:11,4.48
449,6/21/2025 14:12,4.4
450,6/21/2025 14:13,3.52
451,6/21/2025 14:15,3.52
452,6/21/2025 14:16,3.52
453,6/21/2025 14:17,3.52
454,6/21/2025 14:18,3.52
455,6/21/2025 14:19,3.52
456,6/21/2025 14:20,3.52
457,6/21/2025 14:21,3.52
458,6/21/2025 14:22,3.52
459,6/21/2025 14:23,3.34
460,6/21/2025 14:24,4.48
461,6/21/2025 14:26,4.48
462,6/21/2025 14:27,4.48
463,6/21/2025 14:28,4.48
464,6/21/2025 14:29,4.48
465,6/21/2025 14:30,4.48
466,6/21/2025 14:31,4.5
467,6/21/2025 14:32,4.48
468,6/21/2025 14:33,4.44
469,6/21/2025 14:34,3.52
470,6/21/2025 14:35,3.52
471,6/21/2025 14:37,3.52
472,6/21/2025 14:38,3.52
473,6/21/2025 14:39,3.52
474,6/21/2025 14:40,3.52
475,6/21/2025 14:41,3.52
476,6/21/2025 14:42,3.52
477,6/21/2025 14:43,3.52
478,6/21/2025 14:44,5.02
479,6/21/2025 14:45,4.48
480,6/21/2025 14:46,4.48
481,6/21/2025 14:48,4.48
482,6/21/2025 14:49,4.48
483,6/21/2025 14:50,4.48
484,6/21/2025 14:51,4.48
485,6/21/2025 14:52,4.48
486,6/21/2025 14:53,4.48
487,6/21/2025 14:54,4.48
488,6/21/2025 14:55,3.52
489,6/21/2025 14:56,3.52
490,6/21/2025 14:57,3.52
491,6/21/2025 14:59,3.52
492,6/21/2025 15:00,3.52
493,6/21/2025 15:01,3.52
494,6/21/2025 15:02,3.52
495,6/21/2025 15:03,3.52
496,6/21/2025 15:04,3.52
497,6/21/2025 15:05,4.14
498,6/21/2025 15:06,4.48
499,6/21/2025 15:07,4.48
500,6/21/2025 15:08,4.48
501,6/21/2025 15:10,4.48
502,6/21/2025 15:11,4.48
503,6/21/2025 15:12,4.48
504,6/21/2025 15:13,4.5
505,6/21/2025 15:14,4.48
506,6/21/2025 15:15,4.22
507,6/21/2025 15:16,3.52
508,6/21/2025 15:17,3.52
509,6/21/2025 15:18,3.52
510,6/21/2025 15:19,3.52
511,6/21/2025 15:21,3.52
512,6/21/2025 15:22,3.52
513,6/21/2025 15:23,3.52
514,6/21/2025 15:24,3.52
515,6/21/2025 15:25,3.52
516,6/21/2025 15:26,4.42
517,6/21/2025 15:27,4.48
518,6/21/2025 15:28,4.48
519,6/21/2025 15:29,4.48
520,6/21/2025 15:30,4.48
521,6/21/2025 15:32,4.48
522,6/21/2025 15:33,4.5
523,6/21/2025 15:34,4.5
524,6/21/2025 15:35,4.48
525,6/21/2025 15:36,3.94
526,6/21/2025 15:37,3.52
527,6/21/2025 15:38,3.52
528,6/21/2025 15:39,3.52
529,6/21/2025 15:40,3.52
530,6/21/2025 15:41,3.52
531,6/21/2025 15:43,3.52
532,6/21/2025 15:44,3.52
533,6/21/2025 15:45,3.52
534,6/21/2025 15:46,3.72
535,6/21/2025 15:47,4.48
536,6/21/2025 15:48,4.48
537,6/21/2025 15:49,4.48
538,6/21/2025 15:50,4.48
539,6/21/2025 15:51,4.48
540,6/21/2025 15:52,4.48
541,6/21/2025 15:54,4.5
542,6/21/2025 15:55,4.48
543,6/21/2025 15:56,4.48
544,6/21/2025 15:57,3.68
545,6/21/2025 15:58,3.52
546,6/21/2025 15:59,3.52
547,6/21/2025 16:00,3.52
548,6/21/2025 16:01,3.52
549,6/21/2025 16:02,3.52
550,6/21/2025 16:03,3.52
551,6/21/2025 16:05,3.52
552,6/21/2025 16:06,3.52
553,6/21/2025 16:07,3.1
554,6/21/2025 16:08,4.48
555,6/21/2025 16:09,4.48
556,6/21/2025 16:10,4.48
557,6/21/2025 16:11,4.48
558,6/21/2025 16:12,4.48
559,6/21/2025 16:13,4.48
560,6/21/2025 16:14,4.5
561,6/21/2025 16:16,4.48
562,6/21/2025 16:17,4.48
563,6/21/2025 16:18,3.72
564,6/21/2025 16:19,3.52
565,6/21/2025 16:20,3.52
566,6/21/2025 16:21,3.52
567,6/21/2025 16:22,3.52
568,6/21/2025 16:23,3.52
569,6/21/2025 16:24,3.52
570,6/21/2025 16:25,3.52
571,6/21/2025 16:27,3.52
572,6/21/2025 16:28,4.76
573,6/21/2025 16:29,4.48
574,6/21/2025 16:30,4.48
575,6/21/2025 16:31,4.48
576,6/21/2025 16:32,4.48
577,6/21/2025 16:33,4.48
578,6/21/2025 16:34,4.48
579,6/21/2025 16:35,4.48
580,6/21/2025 16:36,4.48
581,6/21/2025 16:38,4.48
582,6/21/2025 16:39,3.78
583,6/21/2025 16:40,3.52
584,6/21/2025 16:41,3.52
585,6/21/2025 16:42,3.52
586,6/21/2025 16:43,3.52
587,6/21/2025 16:44,3.52
588,6/21/2025 16:45,3.52
589,6/21/2025 16:46,3.52
590,6/21/2025 16:47,3.52
591,6/21/2025 16:49,3.9
592,6/21/2025 16:50,4.48
593,6/21/2025 16:51,4.48
594,6/21/2025 16:52,4.48
595,6/21/2025 16:53,4.48
596,6/21/2025 16:54,4.48
597,6/21/2025 16:55,4.48
598,6/21/2025 16:56,4.5
599,6/21/2025 16:57,4.48
600,6/21/2025 16:58,4.48
601,6/21/2025 17:00,3.52
602,6/21/2025 17:01,3.52
603,6/21/2025 17:02,3.52
604,6/21/2025 17:03,3.52
605,6/21/2025 17:04,3.52
606,6/21/2025 17:05,3.52
607,6/21/2025 17:06,3.52
608,6/21/2025 17:07,3.52
609,6/21/2025 17:08,3.52
610,6/21/2025 17:09,4.16
611,6/21/2025 17:11,4.48
612,6/21/2025 17:12,4.48
613,6/21/2025 17:13,4.48
614,6/21/2025 17:14,4.48
615,6/21/2025 17:15,4.48
616,6/21/2025 17:16,4.48
617,6/21/2025 17:17,4.5
618,6/21/2025 17:18,4.48
619,6/21/2025 17:19,4.2
620,6/21/2025 17:20,3.52
621,6/21/2025 17:22,3.52
622,6/21/2025 17:23,3.52
623,6/21/2025 17:24,3.52
624,6/21/2025 17:25,3.52
625,6/21/2025 17:26,3.52
626,6/21/2025 17:27,3.52
627,6/21/2025 17:28,3.52
628,6/21/2025 17:29,3.52
629,6/21/2025 17:30,4.44
630,6/21/2025 17:31,4.48
631,6/21/2025 17:33,4.48
632,6/21/2025 17:34,4.48
633,6/21/2025 17:35,4.48
634,6/21/2025 17:36,4.48
635,6/21/2025 17:37,4.5
636,6/21/2025 17:38,4.48
637,6/21/2025 17:39,4.48
638,6/21/2025 17:40,3.92
639,6/21/2025 17:41,3.52
640,6/21/2025 17:42,3.52
641,6/21/2025 17:44,3.52
642,6/21/2025 17:45,3.52
643,6/21/2025 17:46,3.52
644,6/21/2025 17:47,3.52
645,6/21/2025 17:48,3.52
646,6/21/2025 17:49,3.52
647,6/21/2025 17:50,3.14
648,6/21/2025 17:51,4.2
649,6/21/2025 17:52,4.48
650,6/21/2025 17:53,4.48
651,6/21/2025 17:55,4.48
652,6/21/2025 17:56,4.48
653,6/21/2025 17:57,4.48
654,6/21/2025 17:58,4.5
655,6/21/2025 17:59,4.5
656,6/21/2025 18:00,4.48
657,6/21/2025 18:01,3.98
658,6/21/2025 18:02,3.52
659,6/21/2025 18:03,3.52
660,6/21/2025 18:04,3.52
661,6/21/2025 18:06,3.52
662,6/21/2025 18:07,3.52
663,6/21/2025 18:08,3.52
664,6/21/2025 18:09,3.52
665,6/21/2025 18:10,3.52
666,6/21/2025 18:11,3.98
667,6/21/2025 18:12,6.26
668,6/21/2025 18:13,5.38
669,6/21/2025 18:14,4.48
670,6/21/2025 18:15,4.48
671,6/21/2025 18:17,4.48
672,6/21/2025 18:18,4.48
673,6/21/2025 18:19,4.48
674,6/21/2025 18:20,4.48
675,6/21/2025 18:21,4.48
676,6/21/2025 18:22,4.48
677,6/21/2025 18:23,4.22
678,6/21/2025 18:24,3.52
679,6/21/2025 18:25,3.52
680,6/21/2025 18:26,3.52
681,6/21/2025 18:28,3.52
682,6/21/2025 18:29,3.52
683,6/21/2025 18:30,3.52
684,6/21/2025 18:31,3.52
685,6/21/2025 18:32,3.52
686,6/21/2025 18:33,3.52
687,6/21/2025 18:34,6.02
688,6/21/2025 18:35,5.02
689,6/21/2025 18:36,4.48
690,6/21/2025 18:37,4.48
691,6/21/2025 18:39,4.48
692,6/21/2025 18:40,4.48
693,6/21/2025 18:41,4.48
694,6/21/2025 18:42,4.5
695,6/21/2025 18:43,4.5
696,6/21/2025 18:44,4.48
697,6/21/2025 18:45,4.16
698,6/21/2025 18:46,3.52
699,6/21/2025 18:47,3.52
700,6/21/2025 18:48,3.52
701,6/21/2025 18:50,3.52
702,6/21/2025 18:51,3.52
703,6/21/2025 18:52,3.52
704,6/21/2025 18:53,3.52
705,6/21/2025 18:54,3.52
706,6/21/2025 18:55,3.52
707,6/21/2025 18:56,6.2
708,6/21/2025 18:57,4.9
709,6/21/2025 18:58,4.48
710,6/21/2025 18:59,4.48
711,6/21/2025 19:01,4.48
712,6/21/2025 19:02,4.48
713,6/21/2025 19:03,4.48
714,6/21/2025 19:04,4.5
715,6/21/2025 19:05,4.5
716,6/21/2025 19:06,4.48
717,6/21/2025 19:07,4.1
718,6/21/2025 19:08,3.52
719,6/21/2025 19:09,3.52
720,6/21/2025 19:10,3.52
721,6/21/2025 19:12,3.52
722,6/21/2025 19:13,3.52
723,6/21/2025 19:14,3.52
724,6/21/2025 19:15,3.52
725,6/21/2025 19:16,3.52
726,6/21/2025 19:17,3.66
727,6/21/2025 19:18,6.26
728,6/21/2025 19:19,4.78
729,6/21/2025 19:20,4.48
730,6/21/2025 19:21,4.48
731,6/21/2025 19:23,4.48
732,6/21/2025 19:24,4.48
733,6/21/2025 19:25,4.48
734,6/21/2025 19:26,4.5
735,6/21/2025 19:27,4.5
736,6/21/2025 19:28,4.48
737,6/21/2025 19:29,4.02
738,6/21/2025 19:30,3.52
739,6/21/2025 19:31,3.52
740,6/21/2025 19:32,3.52
741,6/21/2025 19:34,3.52
742,6/21/2025 19:35,3.52
743,6/21/2025 19:36,3.52
744,6/21/2025 19:37,3.52
745,6/21/2025 19:38,3.52
746,6/21/2025 19:39,3.86
747,6/21/2025 19:40,6.26
748,6/21/2025 19:41,3.76
749,6/21/2025 19:42,4.48
750,6/21/2025 19:43,4.48
751,6/21/2025 19:45,4.48
752,6/21/2025 19:46,4.48
753,6/21/2025 19:47,4.48
754,6/21/2025 19:48,4.48
755,6/21/2025 19:49,4.5
756,6/21/2025 19:50,4.48
757,6/21/2025 19:51,4.28
758,6/21/2025 19:52,3.52
759,6/21/2025 19:53,3.52
760,6/21/2025 19:54,3.52
761,6/21/2025 19:56,3.52
762,6/21/2025 19:57,3.52
763,6/21/2025 19:58,3.52
764,6/21/2025 19:59,3.52
765,6/21/2025 20:00,3.52
766,6/21/2025 20:01,3.52
767,6/21/2025 20:02,3.52
